Filename,Position Index,X Position,Y Position,Baseline Offset [N],Baseline Slope [N/m],Contact Point Offset [m],Adhesion [pN],Minimum Value [N],Minimum Position [nm],Filter Group,Area [aJ],Lower Bound [m],Upper Bound [m],Fitted Segment Count
force-save-2023.07.02-16.03.38.334.jpk-force,32,3e-06,-1.8e-06,4.45935e-09,-1.25719e-05,1.29766e-05,157.949,-1.57949e-10,769.2419999999998,0,75.50179999999999,1.38811e-08,1.06014e-06,1
force-save-2023.07.02-16.04.16.380.jpk-force,33,1.8e-06,-1.8e-06,4.16578e-09,-1.2458e-05,8.24286e-06,77.5754,-7.75754e-11,189.55399999999997,1,4.5455499999999995,8.06399e-08,2.01891e-07,1
force-save-2023.07.02-16.04.34.989.jpk-force,33,1.8e-06,-1.8e-06,4.11913e-09,-1.24474e-05,8.43002e-06,119.007,-1.19007e-10,651.0379999999999,0,14.7624,3.66773e-07,6.66181e-07,1
force-save-2023.07.02-16.10.37.163.jpk-force,44,-6e-07,-6e-07,2.60391e-09,-1.61451e-05,6.31798e-06,76.4766,-7.64766e-11,39.655199999999994,1,1.30206,4.79658e-09,4.39978e-08,1
force-save-2023.07.02-16.14.02.634.jpk-force,48,4.2e-06,-6e-07,1.71833e-09,-1.00373e-05,7.82587e-06,370.497,-3.70497e-10,79.3059,1,12.089599999999999,7.63051e-09,9.24377e-08,3
force-save-2023.07.02-16.15.29.678.jpk-force,51,4.2e-06,6e-07,1.47377e-09,-1.36901e-05,7.92277e-06,66.2366,-6.62366e-11,8.07915,1,1.37546,2.41187e-06,2.5573e-06,1
force-save-2023.07.02-16.15.35.935.jpk-force,51,4.2e-06,6e-07,1.46472e-09,-1.55546e-05,7.87097e-06,231.559,-2.31559e-10,18.659699999999997,1,3.45592,-2.46814e-11,3.20026e-08,1
force-save-2023.07.02-16.15.39.154.jpk-force,52,3e-06,6e-07,1.44084e-09,-1.49391e-05,7.2114e-06,55.7359,-5.57359e-11,8.23477,1,1.75537,8.16358e-07,9.82126e-07,2
force-save-2023.07.02-16.16.26.363.jpk-force,53,1.8e-06,6e-07,1.25679e-09,-1.37689e-05,6.71633e-06,44.930499999999995,-4.49305e-11,15.111099999999999,1,0.391775,2.80108e-06,2.85172e-06,1
force-save-2023.07.02-16.16.38.814.jpk-force,53,1.8e-06,6e-07,1.19058e-09,-1.20713e-05,6.69876e-06,68.22359999999999,-6.82236e-11,8.42264,1,1.02686,5.30005e-07,6.33664e-07,1
force-save-2023.07.02-16.16.51.529.jpk-force,54,6e-07,6e-07,1.12453e-09,-1.12849e-05,6.33218e-06,53.064,-5.3064e-11,13.603499999999999,1,1.45099,3.41368e-06,3.56091e-06,1
force-save-2023.07.02-16.16.57.750.jpk-force,54,6e-07,6e-07,1.12805e-09,-1.38363e-05,6.26481e-06,37.2112,-3.72112e-11,23.260899999999996,1,0.971509,2.72493e-07,3.59558e-07,1
force-save-2023.07.02-16.17.10.208.jpk-force,54,6e-07,6e-07,1.05353e-09,-1.22217e-05,6.24143e-06,50.133900000000004,-5.01339e-11,74.39829999999999,1,1.4539199999999999,9.98492e-07,1.14068e-06,1
force-save-2023.07.02-16.17.13.438.jpk-force,55,-6e-07,6e-07,1.128e-09,-2.38085e-05,6.00796e-06,270.806,-2.70806e-10,2247.18,0,216.75799999999998,1.75546e-07,2.27036e-06,2
force-save-2023.07.02-16.19.17.903.jpk-force,59,-5.4e-06,6e-07,6.4026e-10,-2.27442e-05,6.28344e-06,180.759,-1.80759e-10,1993.2299999999996,0,85.68379999999999,7.95756e-07,2.05662e-06,2
force-save-2023.07.02-16.21.06.916.jpk-force,62,-3e-06,1.8e-06,2.0364e-10,-1.72912e-05,5.64515e-06,64.8425,-6.48425e-11,1510.6599999999999,0,12.657999999999998,1.0854e-06,1.59898e-06,1
force-save-2023.07.02-16.21.50.584.jpk-force,63,-1.8e-06,1.8e-06,-1.84894e-11,-1.25363e-05,5.29875e-06,70.0072,-7.00072e-11,96.34079999999999,1,2.51184,2.98492e-08,1.0771e-07,1
force-save-2023.07.02-16.21.53.805.jpk-force,64,-6e-07,1.8e-06,-4.36503e-11,-9.56699e-06,5.02509e-06,132.784,-1.32784e-10,190.08199999999997,1,11.574399999999999,7.9935e-09,1.97699e-07,2
force-save-2023.07.02-16.22.21.810.jpk-force,64,-6e-07,1.8e-06,-5.85774e-11,-1.79948e-05,4.84399e-06,208.99800000000002,-2.08998e-10,310.931,0,33.1603,1.68014e-08,3.31534e-07,1
force-save-2023.07.02-16.22.40.007.jpk-force,65,6e-07,1.8e-06,-1.48499e-10,-1.591e-05,5.2437e-06,103.81,-1.0381e-10,91.70179999999999,1,6.26477,1.93558e-08,1.28128e-07,4
force-save-2023.07.02-16.22.46.264.jpk-force,65,6e-07,1.8e-06,-1.65996e-10,-1.60264e-05,5.15594e-06,75.2864,-7.52864e-11,17.5197,1,2.3066299999999997,7.37492e-07,9.21304e-07,1
force-save-2023.07.02-16.22.52.433.jpk-force,65,6e-07,1.8e-06,-1.50145e-10,-1.86523e-05,5.24066e-06,58.8946,-5.88946e-11,186.03699999999998,1,4.51214,1.22224e-07,3.52047e-07,1
force-save-2023.07.02-16.23.57.647.jpk-force,68,4.2e-06,1.8e-06,-4.59047e-10,-1.10948e-05,6.01022e-06,56.5059,-5.65059e-11,58.93929999999999,1,0.8599549999999999,2.95242e-08,6.37175e-08,1
force-save-2023.07.02-16.24.43.178.jpk-force,69,5.4e-06,1.8e-06,-6.03435e-10,-1.15649e-05,7.48814e-06,54.262299999999996,-5.42623e-11,110.76699999999998,1,1.3764899999999998,1.67373e-06,1.83639e-06,1
force-save-2023.07.02-16.24.58.877.jpk-force,70,5.4e-06,3e-06,-6.05247e-10,-1.97623e-05,5.47493e-06,104.381,-1.04381e-10,486.9729999999999,0,20.978499999999997,1.76951e-08,9.90557e-07,2
force-save-2023.07.02-16.25.09.259.jpk-force,70,5.4e-06,3e-06,-7.05606e-10,-9.98371e-06,5.53491e-06,151.64000000000001,-1.5164e-10,611.4619999999999,0,8.89019,4.58908e-07,6.19241e-07,3
force-save-2023.07.02-16.25.15.506.jpk-force,70,5.4e-06,3e-06,-7.14915e-10,-1.31168e-05,5.48095e-06,145.65,-1.4565e-10,366.85699999999997,0,8.97331,2.7685e-07,4.7098e-07,2
force-save-2023.07.02-16.25.52.945.jpk-force,71,4.2e-06,3e-06,-8.26022e-10,-1.51908e-05,5.28955e-06,71.2064,-7.12064e-11,104.45599999999999,1,2.42313,1.91448e-06,2.08315e-06,1
force-save-2023.07.02-16.26.30.420.jpk-force,72,3e-06,3e-06,-9.67033e-10,-1.21465e-05,5.00941e-06,231.06,-2.3106e-10,342.4189999999999,0,19.481199999999998,4.80405e-08,3.83127e-07,2
force-save-2023.07.02-16.26.43.124.jpk-force,73,1.8e-06,3e-06,-1.03928e-09,-1.19026e-05,4.62906e-06,84.3733,-8.43733e-11,111.713,1,3.5356499999999995,1.36271e-08,1.20179e-07,3
force-save-2023.07.02-16.27.01.827.jpk-force,73,1.8e-06,3e-06,-1.07179e-09,-1.40323e-05,4.43319e-06,100.265,-1.00265e-10,281.07899999999995,1,3.52626,2.91916e-07,4.45511e-07,3
force-save-2023.07.02-16.27.46.262.jpk-force,75,-6e-07,3e-06,-1.26181e-09,-1.00195e-05,3.37886e-06,155.232,-1.55232e-10,235.65299999999996,1,13.5476,4.79379e-08,2.48479e-07,1
force-save-2023.07.02-16.27.52.505.jpk-force,75,-6e-07,3e-06,-1.24631e-09,-1.60184e-05,3.31505e-06,161.571,-1.61571e-10,169.04399999999995,1,11.761199999999999,1.67337e-08,1.75302e-07,1
force-save-2023.07.02-16.30.28.520.jpk-force,80,-5.4e-06,4.2e-06,-1.82308e-09,-1.12347e-05,2.04109e-06,293.851,-2.93851e-10,324.46399999999994,0,45.659499999999994,1.50935e-08,3.33737e-07,2
force-save-2023.07.02-16.30.40.969.jpk-force,80,-5.4e-06,4.2e-06,-1.8699e-09,-2.32901e-05,2.09086e-06,219.794,-2.19794e-10,221.00899999999996,1,19.984999999999996,1.80558e-08,2.27489e-07,1
force-save-2023.07.02-16.31.12.109.jpk-force,81,-4.2e-06,4.2e-06,-1.95172e-09,-1.42087e-05,2.19986e-06,94.9272,-9.49272e-11,432.42599999999993,0,14.314099999999998,5.4457e-08,4.83202e-07,1
force-save-2023.07.02-16.31.15.328.jpk-force,82,-3e-06,4.2e-06,-1.97234e-09,-1.58518e-05,1.96059e-06,53.1826,-5.31826e-11,765.5509999999999,0,5.97131,6.56656e-07,8.62039e-07,1
force-save-2023.07.02-16.32.17.298.jpk-force,84,-6e-07,4.2e-06,-2.14891e-09,-1.901e-05,1.84315e-06,174.116,-1.74116e-10,633.4129999999999,0,51.52919999999999,2.80463e-07,8.00006e-07,2
force-save-2023.07.02-16.32.38.854.jpk-force,84,-6e-07,4.2e-06,-2.24775e-09,-1.21023e-05,2.40632e-06,107.963,-1.07963e-10,613.722,0,21.985699999999994,1.0719e-07,6.19311e-07,1
force-save-2023.07.02-16.36.18.080.jpk-force,88,4.2e-06,4.2e-06,5.41684e-09,-6.96169e-06,7.07722e-06,117.155,-1.17155e-10,1394.12,0,27.069899999999997,8.39102e-07,1.41004e-06,1
force-save-2023.07.02-16.36.33.686.jpk-force,88,4.2e-06,4.2e-06,5.501e-09,-1.53449e-05,6.92371e-06,250.208,-2.50208e-10,116.22999999999999,1,14.880499999999998,7.47327e-09,1.27675e-07,1
force-save-2023.07.02-16.37.17.518.jpk-force,89,5.4e-06,4.2e-06,5.35163e-09,-2.36962e-05,6.49307e-06,52.796099999999996,-5.27961e-11,1123.6499999999999,0,3.0277999999999996,1.00022e-06,1.13745e-06,1
force-save-2023.07.02-16.37.48.163.jpk-force,90,5.4e-06,5.4e-06,5.18752e-09,-1.14023e-05,7.33093e-06,39.3539,-3.93539e-11,606.9069999999999,0,1.2625799999999998,5.63765e-07,6.33012e-07,1
force-save-2023.07.02-16.37.51.384.jpk-force,91,4.2e-06,5.4e-06,5.17962e-09,-1.34409e-05,7.30472e-06,35.1639,-3.51639e-11,1360.61,0,1.91163,1.29304e-06,1.40568e-06,1
